PR_Number,Author,Score,Dead_Code_Count,Logic_Clones,Zombie_Syms,Zombie_Deps,Antipatterns,Comment_Violations,Timestamp
496212,r-ryantm,20,0,0,0,,,,2026-03-06T20:11:11Z
496211,Guilvareux,70,0,0,0,,,,2026-03-06T20:11:13Z
496210,app/nixpkgs-ci,70,0,0,0,,,,2026-03-06T20:11:14Z
496209,r-ryantm,20,0,0,0,,,,2026-03-06T20:11:16Z
496208,r-ryantm,20,0,0,0,,,,2026-03-06T20:11:18Z
496206,r-ryantm,20,0,0,0,,,,2026-03-06T20:11:20Z
496205,r-ryantm,70,0,0,0,,,,2026-03-06T20:11:22Z
496204,app/nixpkgs-ci,20,0,0,0,,,,2026-03-06T20:11:23Z
496203,delafthi,20,0,0,0,,,,2026-03-06T20:11:25Z
496202,r-ryantm,20,0,0,0,,,,2026-03-06T20:11:26Z
496201,r-ryantm,70,0,0,0,,,,2026-03-06T20:11:27Z
496200,r-ryantm,20,0,0,0,,,,2026-03-06T20:11:28Z
496199,r-ryantm,20,0,0,0,,,,2026-03-06T20:11:29Z
496197,K900,20,0,0,0,,,,2026-03-06T20:11:30Z
496196,r-ryantm,20,0,0,0,,,,2026-03-06T20:11:31Z
496195,2hexed,20,0,0,0,,,,2026-03-06T20:11:33Z
496194,r-ryantm,70,0,0,0,,,,2026-03-06T20:11:34Z
496193,OPNA2608,20,0,0,0,,,,2026-03-06T20:11:36Z
496192,bobby285271,70,0,0,0,,,,2026-03-06T20:11:37Z
496191,r-ryantm,70,0,0,0,,,,2026-03-06T20:11:38Z
496190,burdzwastaken,70,0,0,0,,,,2026-03-06T20:11:39Z
496189,mweinelt,20,0,0,0,,,,2026-03-06T20:11:40Z
496188,app/nixpkgs-ci,20,0,0,0,,,,2026-03-06T20:11:40Z
496187,l0b0,0,0,0,0,,,,2026-03-06T20:11:43Z
496186,app/nixpkgs-ci,20,0,0,0,,,,2026-03-06T20:11:44Z
496185,Rixxc,20,0,0,0,,,,2026-03-06T20:11:47Z
496184,schembriaiden,70,0,0,0,,,,2026-03-06T20:11:49Z
496183,r-ryantm,20,0,0,0,,,,2026-03-06T20:11:51Z
496181,gepbird,20,0,0,0,,,,2026-03-06T20:11:52Z
496180,r-ryantm,70,0,0,0,,,,2026-03-06T20:11:53Z
496179,r-ryantm,70,0,0,0,,,,2026-03-06T20:11:55Z
496178,hatch01,20,0,0,0,,,,2026-03-06T20:11:56Z
496176,wegank,20,0,0,0,,,,2026-03-06T20:11:57Z
496175,pinpox,70,0,0,0,,,,2026-03-06T20:11:58Z
496174,bengsparks,20,0,0,0,,,,2026-03-06T20:12:00Z
496173,wegank,70,0,0,0,,,,2026-03-06T20:12:01Z
496172,wrbbz,20,0,0,0,,,,2026-03-06T20:12:02Z
496171,r-ryantm,70,0,0,0,,,,2026-03-06T20:12:03Z
496170,r-ryantm,70,0,0,0,,,,2026-03-06T20:12:05Z
496169,wegank,20,0,0,0,,,,2026-03-06T20:12:05Z
496167,r-ryantm,70,0,0,0,,,,2026-03-06T20:12:07Z
496166,liberodark,20,0,0,0,,,,2026-03-06T20:12:09Z
496165,r-ryantm,20,0,0,0,,,,2026-03-06T20:12:12Z
496164,phanirithvij,20,0,0,0,,,,2026-03-06T20:12:15Z
496162,SFrijters,70,0,0,0,,,,2026-03-06T20:12:18Z
496161,zimward,20,0,0,0,,,,2026-03-06T20:12:20Z
496160,michaeladler,20,0,0,0,,,,2026-03-06T20:12:23Z
496159,ungeskriptet,20,0,0,0,,,,2026-03-06T20:12:26Z
496158,uku3lig,20,0,0,0,,,,2026-03-06T20:12:29Z
496157,app/nixpkgs-ci,20,0,0,0,,,,2026-03-06T20:12:30Z
496156,infinisil,70,0,0,0,,,,2026-03-06T20:12:33Z
496154,r-ryantm,70,0,0,0,,,,2026-03-06T20:12:35Z
496153,r-ryantm,70,0,0,0,,,,2026-03-06T20:12:36Z
496152,r-ryantm,70,0,0,0,,,,2026-03-06T20:12:37Z
496149,r-ryantm,70,0,0,0,,,,2026-03-06T20:12:39Z
496148,r-vdp,20,0,0,0,,,,2026-03-06T20:12:41Z
496147,r-ryantm,70,0,0,0,,,,2026-03-06T20:12:42Z
496146,r-ryantm,20,0,0,0,,,,2026-03-06T20:12:43Z
496145,r-ryantm,20,0,0,0,,,,2026-03-06T20:12:45Z
496144,r-ryantm,70,0,0,0,,,,2026-03-06T20:12:47Z
496143,r-ryantm,20,0,0,0,,,,2026-03-06T20:12:48Z
496142,r-ryantm,20,0,0,0,,,,2026-03-06T20:12:50Z
496141,r-ryantm,70,0,0,0,,,,2026-03-06T20:12:51Z
496140,boltzmannrain,20,0,0,0,,,,2026-03-06T20:12:54Z
496139,mulatta,0,0,0,0,,,,2026-03-06T20:12:55Z
496138,niklaskorz,20,0,0,0,,,,2026-03-06T20:12:56Z
496137,r-ryantm,20,0,0,0,,,,2026-03-06T20:12:58Z
496136,r-ryantm,20,0,0,0,,,,2026-03-06T20:12:59Z
496135,theoparis,50,0,0,0,,,,2026-03-06T20:13:00Z
496134,app/nixpkgs-ci,20,0,0,0,,,,2026-03-06T20:13:01Z
496132,r-ryantm,70,0,0,0,,,,2026-03-06T20:13:02Z
496119,r-ryantm,20,0,0,0,,,,2026-03-06T20:13:02Z
496117,drupol,20,0,0,0,,,,2026-03-06T20:13:03Z
496113,rafanochi,20,0,0,0,,,,2026-03-06T20:13:05Z
496112,afh,70,0,0,0,,,,2026-03-06T20:13:06Z
496111,LunNova,20,0,0,0,,,,2026-03-06T20:13:06Z
496110,linsui,20,0,0,0,,,,2026-03-06T20:13:07Z
496109,Guanran928,20,0,0,0,,,,2026-03-06T20:13:08Z
496108,iynaix,20,0,0,0,,,,2026-03-06T20:13:09Z
496107,rafanochi,20,0,0,0,,,,2026-03-06T20:13:10Z
496106,r-ryantm,20,0,0,0,,,,2026-03-06T20:13:11Z
496105,chillcicada,20,0,0,0,,,,2026-03-06T20:13:11Z
496104,K900,70,0,0,0,,,,2026-03-06T20:13:12Z
496103,Hythera,70,0,0,0,,,,2026-03-06T20:13:14Z
496102,bcdarwin,20,0,0,0,,,,2026-03-06T20:13:15Z
496101,r-ryantm,20,0,0,0,,,,2026-03-06T20:13:15Z
496100,tomodachi94,20,0,0,0,,,,2026-03-06T20:13:16Z
496099,r-ryantm,20,0,0,0,,,,2026-03-06T20:13:17Z
496098,r-ryantm,70,0,0,0,,,,2026-03-06T20:13:18Z
496097,r-ryantm,70,0,0,0,,,,2026-03-06T20:13:18Z
496096,r-ryantm,20,0,0,0,,,,2026-03-06T20:13:19Z
496095,dotlambda,70,0,0,0,,,,2026-03-06T20:13:20Z
496094,r-ryantm,20,0,0,0,,,,2026-03-06T20:13:21Z
496093,dotlambda,20,0,0,0,,,,2026-03-06T20:13:21Z
496092,r-ryantm,20,0,0,0,,,,2026-03-06T20:13:22Z
496091,folliehiyuki,20,0,0,0,,,,2026-03-06T20:13:23Z
496090,r-ryantm,20,0,0,0,,,,2026-03-06T20:13:24Z
496089,r-ryantm,70,0,0,0,,,,2026-03-06T20:13:26Z
496088,r-ryantm,20,0,0,0,,,,2026-03-06T20:13:27Z
496087,r-ryantm,70,0,0,0,,,,2026-03-06T20:13:27Z
496086,damhiya,70,0,0,0,,,,2026-03-06T20:13:29Z
496085,jian-lin,20,0,0,0,,,,2026-03-06T20:13:30Z
496084,pancaek,0,0,0,0,,,,2026-03-06T20:13:30Z
496083,r-ryantm,70,0,0,0,,,,2026-03-06T20:13:31Z
496081,r-ryantm,70,0,0,0,,,,2026-03-06T20:13:32Z
496080,JamieMagee,20,0,0,0,,,,2026-03-06T20:13:33Z
496079,r-ryantm,70,0,0,0,,,,2026-03-06T20:13:34Z
496078,r-ryantm,70,0,0,0,,,,2026-03-06T20:13:34Z
496077,r-ryantm,70,0,0,0,,,,2026-03-06T20:13:35Z
496076,r-ryantm,70,0,0,0,,,,2026-03-06T20:13:36Z
496075,r-ryantm,70,0,0,0,,,,2026-03-06T20:13:37Z
496074,kalbasit,0,0,0,0,,,,2026-03-06T20:13:37Z
496073,r-ryantm,20,0,0,0,,,,2026-03-06T20:13:38Z
496072,r-ryantm,70,0,0,0,,,,2026-03-06T20:13:39Z
496071,r-ryantm,20,0,0,0,,,,2026-03-06T20:13:40Z
496070,r-ryantm,20,0,0,0,,,,2026-03-06T20:13:40Z
496069,r-ryantm,20,0,0,0,,,,2026-03-06T20:13:41Z
496068,r-ryantm,70,0,0,0,,,,2026-03-06T20:13:42Z
496067,r-ryantm,70,0,0,0,,,,2026-03-06T20:13:42Z
496066,macalinao,20,0,0,0,,,,2026-03-06T20:13:43Z
496065,guylamar2006,20,0,0,0,,,,2026-03-06T20:13:44Z
496064,r-ryantm,70,0,0,0,,,,2026-03-06T20:13:45Z
496063,Anomalocaridid,20,0,0,0,,,,2026-03-06T20:13:46Z
496062,r-ryantm,70,0,0,0,,,,2026-03-06T20:13:47Z
496061,r-ryantm,70,0,0,0,,,,2026-03-06T20:13:49Z
496060,r-ryantm,70,0,0,0,,,,2026-03-06T20:13:50Z
496059,ThinkChaos,20,0,0,0,,,,2026-03-06T20:13:51Z
496057,r-ryantm,70,0,0,0,,,,2026-03-06T20:13:52Z
496055,r-ryantm,70,0,0,0,,,,2026-03-06T20:13:53Z
496054,r-ryantm,20,0,0,0,,,,2026-03-06T20:13:54Z
496053,atlarator,20,0,0,0,,,,2026-03-06T20:13:56Z
496051,sarahec,20,0,0,0,,,,2026-03-06T20:13:56Z
496050,Sigmanificient,20,0,0,0,,,,2026-03-06T20:13:57Z
496049,Sigmanificient,20,0,0,0,,,,2026-03-06T20:13:58Z
496048,r-ryantm,70,0,0,0,,,,2026-03-06T20:13:59Z
496047,MysteryBlokHed,0,0,0,0,,,,2026-03-06T20:14:00Z
496046,r-ryantm,20,0,0,0,,,,2026-03-06T20:14:01Z
496045,r-ryantm,20,0,0,0,,,,2026-03-06T20:14:02Z
496044,guylamar2006,20,0,0,0,,,,2026-03-06T20:14:03Z
496043,r-ryantm,20,0,0,0,,,,2026-03-06T20:14:04Z
496042,r-ryantm,70,0,0,0,,,,2026-03-06T20:14:05Z
496041,r-ryantm,70,0,0,0,,,,2026-03-06T20:14:05Z
496040,r-ryantm,70,0,0,0,,,,2026-03-06T20:14:06Z
496039,r-ryantm,70,0,0,0,,,,2026-03-06T20:14:07Z
496038,sarahec,20,0,0,0,,,,2026-03-06T20:14:07Z
496037,i-love-lean,70,0,0,0,,,,2026-03-06T20:14:08Z
496036,r-ryantm,70,0,0,0,,,,2026-03-06T20:14:09Z
496035,r-ryantm,70,0,0,0,,,,2026-03-06T20:14:10Z
496034,r-ryantm,70,0,0,0,,,,2026-03-06T20:14:10Z
496033,r-ryantm,70,0,0,0,,,,2026-03-06T20:14:11Z
496032,r-ryantm,20,0,0,0,,,,2026-03-06T20:14:12Z
496031,r-ryantm,20,0,0,0,,,,2026-03-06T20:14:13Z
496030,koffydrop,20,0,0,0,,,,2026-03-06T20:14:13Z
496029,r-ryantm,70,0,0,0,,,,2026-03-06T20:14:14Z
496028,r-ryantm,70,0,0,0,,,,2026-03-06T20:14:15Z
496027,r-ryantm,20,0,0,0,,,,2026-03-06T20:14:16Z
496026,ShadowApex,70,0,0,0,,,,2026-03-06T20:14:16Z
496025,robertjakub,70,0,0,0,,,,2026-03-06T20:14:18Z
496024,r-ryantm,70,0,0,0,,,,2026-03-06T20:14:18Z
496023,mweinelt,20,0,0,0,,,,2026-03-06T20:14:19Z
496022,r-ryantm,70,0,0,0,,,,2026-03-06T20:14:20Z
496021,mweinelt,20,0,0,0,,,,2026-03-06T20:14:20Z
496020,r-ryantm,20,0,0,0,,,,2026-03-06T20:14:21Z
496019,sarahec,70,0,0,0,,,,2026-03-06T20:14:22Z
496018,mweinelt,70,0,0,0,,,,2026-03-06T20:14:23Z
496017,anddani,20,0,0,0,,,,2026-03-06T20:14:23Z
496016,GaetanLepage,20,0,0,0,,,,2026-03-06T20:14:24Z
496015,aduh95,70,0,0,0,,,,2026-03-06T20:14:25Z
496014,NickCao,20,0,0,0,,,,2026-03-06T20:14:26Z
496013,S0AndS0,20,0,0,0,,,,2026-03-06T20:14:29Z
496012,r-ryantm,70,0,0,0,,,,2026-03-06T20:14:29Z
496011,r-ryantm,70,0,0,0,,,,2026-03-06T20:14:30Z
496010,r-ryantm,20,0,0,0,,,,2026-03-06T20:14:31Z
496009,app/nixpkgs-ci,20,0,0,0,,,,2026-03-06T20:14:32Z
496007,sarahec,20,0,0,0,,,,2026-03-06T20:14:32Z
496006,yzhou216,20,0,0,0,,,,2026-03-06T20:14:33Z
496005,r-ryantm,70,0,0,0,,,,2026-03-06T20:14:35Z
496004,r-ryantm,20,0,0,0,,,,2026-03-06T20:14:35Z
496003,r-ryantm,20,0,0,0,,,,2026-03-06T20:14:36Z
496002,tiferrei,20,0,0,0,,,,2026-03-06T20:14:37Z
496001,fabaff,20,0,0,0,,,,2026-03-06T20:14:38Z
496000,app/nixpkgs-ci,20,0,0,0,,,,2026-03-06T20:14:38Z
495999,r-ryantm,70,0,0,0,,,,2026-03-06T20:14:39Z
495998,r-ryantm,20,0,0,0,,,,2026-03-06T20:14:40Z
495997,sarahec,70,0,0,0,,,,2026-03-06T20:14:40Z
495996,app/nixpkgs-ci,20,0,0,0,,,,2026-03-06T20:14:41Z
495995,LunNova,0,0,0,0,,,,2026-03-06T20:14:42Z
495994,thorstenweber83,70,0,0,0,,,,2026-03-06T20:14:43Z
495993,r-ryantm,70,0,0,0,,,,2026-03-06T20:14:44Z
495992,r-ryantm,20,0,0,0,,,,2026-03-06T20:14:44Z
495991,r-ryantm,70,0,0,0,,,,2026-03-06T20:14:45Z
495989,OPNA2608,20,0,0,0,,,,2026-03-06T20:14:46Z
495988,iWisp360,20,0,0,0,,,,2026-03-06T20:14:46Z
495987,r-ryantm,20,0,0,0,,,,2026-03-06T20:14:47Z
495986,r-ryantm,20,0,0,0,,,,2026-03-06T20:14:48Z
495985,WiredMic,70,0,0,0,,,,2026-03-06T20:14:49Z
495984,wadsaek,20,0,0,0,,,,2026-03-06T20:14:49Z
495983,Anninzy,20,0,0,0,,,,2026-03-06T20:14:50Z
495982,Anninzy,70,0,0,0,,,,2026-03-06T20:14:51Z
495981,pancaek,20,0,0,0,,,,2026-03-06T20:14:52Z
495980,trofi,70,0,0,0,,,,2026-03-06T20:14:52Z
495979,pancaek,20,0,0,0,,,,2026-03-06T20:14:53Z
495978,afh,20,0,0,0,,,,2026-03-06T20:14:54Z
495977,r-ryantm,20,0,0,0,,,,2026-03-06T20:14:55Z
495976,pancaek,20,0,0,0,,,,2026-03-06T20:14:55Z
495975,r-ryantm,70,0,0,0,,,,2026-03-06T20:14:56Z
495974,pancaek,20,0,0,0,,,,2026-03-06T20:14:57Z
495973,TomaSajt,20,0,0,0,,,,2026-03-06T20:14:58Z
495972,pancaek,20,0,0,0,,,,2026-03-06T20:14:59Z
495971,r-ryantm,20,0,0,0,,,,2026-03-06T20:15:00Z
495970,pancaek,20,0,0,0,,,,2026-03-06T20:15:01Z
495969,r-ryantm,70,0,0,0,,,,2026-03-06T20:15:01Z
495968,r-ryantm,70,0,0,0,,,,2026-03-06T20:15:02Z
495967,pancaek,20,0,0,0,,,,2026-03-06T20:15:03Z
495966,pancaek,20,0,0,0,,,,2026-03-06T20:15:04Z
495965,r-ryantm,70,0,0,0,,,,2026-03-06T20:15:04Z
495964,pancaek,20,0,0,0,,,,2026-03-06T20:15:05Z
495963,PatrickDaG,0,0,0,0,,,,2026-03-06T20:15:06Z
495962,pancaek,20,0,0,0,,,,2026-03-06T20:15:06Z
495961,TomaSajt,20,0,0,0,,,,2026-03-06T20:15:08Z
495960,mweinelt,70,0,0,0,,,,2026-03-06T20:15:09Z
495959,yuyuyureka,20,0,0,0,,,,2026-03-06T20:15:10Z
495958,hoh,20,0,0,0,,,,2026-03-06T20:15:11Z
495957,pancaek,20,0,0,0,,,,2026-03-06T20:15:11Z
495956,pancaek,70,0,0,0,,,,2026-03-06T20:15:12Z
495955,drupol,20,0,0,0,,,,2026-03-06T20:15:13Z
495954,xworld21,70,0,0,0,,,,2026-03-06T20:15:16Z
495953,pancaek,20,0,0,0,,,,2026-03-06T20:15:17Z
495952,pancaek,70,0,0,0,,,,2026-03-06T20:15:17Z
495951,niklaskorz,20,0,0,0,,,,2026-03-06T20:15:18Z
495950,vbgl,20,0,0,0,,,,2026-03-06T20:15:19Z
495949,r-ryantm,20,0,0,0,,,,2026-03-06T20:15:19Z
495948,neural-blade,20,0,0,0,,,,2026-03-06T20:15:20Z
495947,dotlambda,70,0,0,0,,,,2026-03-06T20:15:21Z
495946,r-ryantm,70,0,0,0,,,,2026-03-06T20:15:22Z
495945,pancaek,20,0,0,0,,,,2026-03-06T20:15:23Z
495944,dotlambda,20,0,0,0,,,,2026-03-06T20:15:24Z
495943,pancaek,20,0,0,0,,,,2026-03-06T20:15:24Z
495942,pancaek,20,0,0,0,,,,2026-03-06T20:15:25Z
495941,vbgl,20,0,0,0,,,,2026-03-06T20:15:26Z
495940,barrettruth,20,0,0,0,,,,2026-03-06T20:15:27Z
495939,robertjakub,20,0,0,0,,,,2026-03-06T20:15:28Z
495938,pancaek,20,0,0,0,,,,2026-03-06T20:15:28Z
495937,app/nixpkgs-ci,20,0,0,0,,,,2026-03-06T20:15:29Z
495936,r-ryantm,70,0,0,0,,,,2026-03-06T20:15:30Z
495935,Hythera,20,0,0,0,,,,2026-03-06T20:15:31Z
495934,pancaek,20,0,0,0,,,,2026-03-06T20:15:31Z
495933,ibizaman,20,0,0,0,,,,2026-03-06T20:15:33Z
495932,felixsinger,20,0,0,0,,,,2026-03-06T20:15:34Z
495931,r-ryantm,70,0,0,0,,,,2026-03-06T20:15:35Z
495930,backspace-phill,20,0,0,0,,,,2026-03-06T20:15:36Z
495929,Anninzy,20,0,0,0,,,,2026-03-06T20:15:37Z
495928,pancaek,20,0,0,0,,,,2026-03-06T20:15:38Z
495927,dstremur,70,0,0,0,,,,2026-03-06T20:15:38Z
495926,pancaek,20,0,0,0,,,,2026-03-06T20:15:39Z
495925,phanirithvij,70,0,0,0,,,,2026-03-06T20:15:41Z
495924,andersk,70,0,0,0,,,,2026-03-06T20:15:43Z
495923,Rucadi,20,0,0,0,,,,2026-03-06T20:15:43Z
495921,r-ryantm,70,0,0,0,,,,2026-03-06T20:15:44Z
495920,dotlambda,20,0,0,0,,,,2026-03-06T20:15:45Z
495919,r-ryantm,20,0,0,0,,,,2026-03-06T20:15:46Z
495918,hsjobeki,70,0,0,0,,,,2026-03-06T20:15:47Z
495917,dotlambda,20,0,0,0,,,,2026-03-06T20:15:47Z
495916,dotlambda,20,0,0,0,,,,2026-03-06T20:15:48Z
495915,dotlambda,20,0,0,0,,,,2026-03-06T20:15:49Z
495914,r-ryantm,20,0,0,0,,,,2026-03-06T20:15:50Z
495913,dotlambda,20,0,0,0,,,,2026-03-06T20:15:51Z
495912,r-ryantm,20,0,0,0,,,,2026-03-06T20:15:52Z
495911,r-ryantm,70,0,0,0,,,,2026-03-06T20:15:53Z
495910,BatteredBunny,20,0,0,0,,,,2026-03-06T20:15:53Z
495909,bengsparks,20,0,0,0,,,,2026-03-06T20:15:54Z
495908,r-ryantm,20,0,0,0,,,,2026-03-06T20:15:55Z
495906,robertjakub,70,0,0,0,,,,2026-03-06T20:15:56Z
495905,asciimoth,20,0,0,0,,,,2026-03-06T20:15:57Z
495904,r-ryantm,20,0,0,0,,,,2026-03-06T20:15:58Z
495903,martinjlowm,70,0,0,0,,,,2026-03-06T20:16:01Z
495902,r-ryantm,20,0,0,0,,,,2026-03-06T20:16:02Z
495900,dbeecham,20,0,0,0,,,,2026-03-06T20:16:03Z
495897,r-ryantm,20,0,0,0,,,,2026-03-06T20:16:04Z
495896,bileamScheuvens,20,0,0,0,,,,2026-03-06T20:16:05Z
495895,r-ryantm,70,0,0,0,,,,2026-03-06T20:16:06Z
495894,ryand56,70,0,0,0,,,,2026-03-06T20:16:06Z
495893,r-ryantm,20,0,0,0,,,,2026-03-06T20:16:07Z
495892,doronbehar,20,0,0,0,,,,2026-03-06T20:16:08Z
495891,r-ryantm,20,0,0,0,,,,2026-03-06T20:16:10Z
495890,avnik,20,0,0,0,,,,2026-03-06T20:16:12Z
495889,prusnak,20,0,0,0,,,,2026-03-06T20:16:14Z
495888,ddogfoodd,70,0,0,0,,,,2026-03-06T20:16:15Z
495887,qweered,70,0,0,0,,,,2026-03-06T20:16:16Z
495886,r-ryantm,20,0,0,0,,,,2026-03-06T20:16:17Z
495885,Svenum,20,0,0,0,,,,2026-03-06T20:16:17Z
495884,r-ryantm,70,0,0,0,,,,2026-03-06T20:16:18Z
495883,r-ryantm,20,0,0,0,,,,2026-03-06T20:16:19Z
495882,Stebalien,20,0,0,0,,,,2026-03-06T20:16:20Z
495881,Eschguy,20,0,0,0,,,,2026-03-06T20:16:21Z
495879,r-ryantm,70,0,0,0,,,,2026-03-06T20:16:22Z
495878,app/nixpkgs-ci,20,0,0,0,,,,2026-03-06T20:16:23Z
495877,transcaffeine,20,0,0,0,,,,2026-03-06T20:16:23Z
495876,r-ryantm,20,0,0,0,,,,2026-03-06T20:16:24Z
495875,frantathefranta,20,0,0,0,,,,2026-03-06T20:16:25Z
495874,r-ryantm,20,0,0,0,,,,2026-03-06T20:16:26Z
495873,ilkecan,70,0,0,0,,,,2026-03-06T20:16:27Z
495872,arunoruto,0,0,0,0,,,,2026-03-06T20:16:28Z
495871,frederictobiasc,20,0,0,0,,,,2026-03-06T20:16:28Z
495870,cpcloud,20,0,0,0,,,,2026-03-06T20:16:29Z
495869,r-ryantm,70,0,0,0,,,,2026-03-06T20:16:30Z
495868,app/nixpkgs-ci,70,0,0,0,,,,2026-03-06T20:16:31Z
495867,corngood,70,0,0,0,,,,2026-03-06T20:16:32Z
495866,r-ryantm,20,0,0,0,,,,2026-03-06T20:16:33Z
495865,gonsolo,70,0,0,0,,,,2026-03-06T20:16:34Z
495864,MichailiK,20,0,0,0,,,,2026-03-06T20:16:34Z
495862,doronbehar,20,0,0,0,,,,2026-03-06T20:16:35Z
495861,isabelroses,20,0,0,0,,,,2026-03-06T20:16:36Z
495860,robertjakub,20,0,0,0,,,,2026-03-06T20:16:37Z
495859,r-ryantm,70,0,0,0,,,,2026-03-06T20:16:38Z
495858,r-ryantm,20,0,0,0,,,,2026-03-06T20:16:39Z
495857,kraftnix,20,0,0,0,,,,2026-03-06T20:16:40Z
495856,r-ryantm,20,0,0,0,,,,2026-03-06T20:16:40Z
495855,markuskowa,70,0,0,0,,,,2026-03-06T20:16:41Z
495854,keenanweaver,70,0,0,0,,,,2026-03-06T20:16:42Z
495853,r-ryantm,70,0,0,0,,,,2026-03-06T20:16:43Z
495852,Guanran928,20,0,0,0,,,,2026-03-06T20:16:43Z
495851,teto,20,0,0,0,,,,2026-03-06T20:16:44Z
495850,r-ryantm,70,0,0,0,,,,2026-03-06T20:16:45Z
495849,app/nixpkgs-ci,20,0,0,0,,,,2026-03-06T20:16:46Z
495848,Guanran928,20,0,0,0,,,,2026-03-06T20:16:47Z
495847,Guanran928,70,0,0,0,,,,2026-03-06T20:16:48Z
495846,guylamar2006,20,0,0,0,,,,2026-03-06T20:16:49Z
495845,Aadniz,20,0,0,0,,,,2026-03-06T20:16:49Z
495844,liberodark,20,0,0,0,,,,2026-03-06T20:16:51Z
495843,mweinelt,20,0,0,0,,,,2026-03-06T20:16:58Z
495842,r-ryantm,70,0,0,0,,,,2026-03-06T20:16:59Z
495840,r-ryantm,70,0,0,0,,,,2026-03-06T20:17:00Z
495839,qweered,20,0,0,0,,,,2026-03-06T20:17:01Z
495838,r-ryantm,70,0,0,0,,,,2026-03-06T20:17:02Z
495837,Gliczy,70,0,0,0,,,,2026-03-06T20:17:03Z
495836,corngood,70,0,0,0,,,,2026-03-06T20:17:04Z
495835,r-ryantm,70,0,0,0,,,,2026-03-06T20:17:05Z
495834,katexochen,20,0,0,0,,,,2026-03-06T20:17:06Z
495833,liberodark,70,0,0,0,,,,2026-03-06T20:17:06Z
495832,vbgl,70,0,0,0,,,,2026-03-06T20:17:07Z
495831,r-ryantm,20,0,0,0,,,,2026-03-06T20:17:08Z
495829,r-ryantm,20,0,0,0,,,,2026-03-06T20:17:09Z
495827,app/nixpkgs-ci,70,0,0,0,,,,2026-03-06T20:17:09Z
495826,LeSuisse,20,0,0,0,,,,2026-03-06T20:17:11Z
495825,rafanochi,20,0,0,0,,,,2026-03-06T20:17:14Z
495824,haenoe,20,0,0,0,,,,2026-03-06T20:17:16Z
495823,r-ryantm,70,0,0,0,,,,2026-03-06T20:17:17Z
495822,anna-oake,70,0,0,0,,,,2026-03-06T20:17:18Z
495820,r-ryantm,70,0,0,0,,,,2026-03-06T20:17:19Z
495819,r-ryantm,70,0,0,0,,,,2026-03-06T20:17:20Z
495818,r-ryantm,20,0,0,0,,,,2026-03-06T20:17:21Z
495816,r-ryantm,20,0,0,0,,,,2026-03-06T20:17:22Z
495815,app/nixpkgs-ci,70,0,0,0,,,,2026-03-06T20:17:22Z
495814,r-ryantm,70,0,0,0,,,,2026-03-06T20:17:23Z
495813,app/dependabot,120,0,0,0,,Hallucinated Security Fix: PR body claims 'RCE' but only non-code files changed (yml). A real security fix requires modifying source code.,,2026-03-06T20:17:24Z
495812,app/dependabot,120,0,0,0,,Hallucinated Security Fix: PR body claims 'RCE' but only non-code files changed (yml). A real security fix requires modifying source code.,,2026-03-06T20:17:25Z
495811,r-ryantm,20,0,0,0,,,,2026-03-06T20:17:26Z
495810,r-ryantm,70,0,0,0,,,,2026-03-06T20:17:27Z
495809,skrobul,20,0,0,0,,,,2026-03-06T20:17:28Z
495808,DimitarNestorov,20,0,0,0,,,,2026-03-06T20:17:28Z
495807,r-ryantm,70,0,0,0,,,,2026-03-06T20:17:29Z
495806,r-ryantm,20,0,0,0,,,,2026-03-06T20:17:30Z
495805,mweinelt,70,0,0,0,,,,2026-03-06T20:17:31Z
495804,r-ryantm,70,0,0,0,,,,2026-03-06T20:17:32Z
495803,pancaek,20,0,0,0,,,,2026-03-06T20:17:33Z
495802,pancaek,20,0,0,0,,,,2026-03-06T20:17:35Z
495801,r-ryantm,20,0,0,0,,,,2026-03-06T20:17:35Z
495800,pancaek,20,0,0,0,,,,2026-03-06T20:17:37Z
495799,wrbbz,20,0,0,0,,,,2026-03-06T20:17:38Z
495797,pancaek,70,0,0,0,,,,2026-03-06T20:17:39Z
495795,pancaek,20,0,0,0,,,,2026-03-06T20:17:41Z
495794,Cryolitia,70,0,0,0,,,,2026-03-06T20:17:41Z
495793,app/nixpkgs-ci,70,0,0,0,,,,2026-03-06T20:17:42Z
495792,pancaek,20,0,0,0,,,,2026-03-06T20:17:43Z
495791,pancaek,20,0,0,0,,,,2026-03-06T20:17:45Z
495790,r-ryantm,70,0,0,0,,,,2026-03-06T20:17:46Z
495789,pancaek,20,0,0,0,,,,2026-03-06T20:17:47Z
495788,osnyx,50,0,0,0,,,,2026-03-06T20:17:48Z
495787,r-ryantm,70,0,0,0,,,,2026-03-06T20:17:49Z
495786,pancaek,20,0,0,0,,,,2026-03-06T20:17:51Z
495785,r-ryantm,20,0,0,0,,,,2026-03-06T20:17:52Z
495784,pancaek,20,0,0,0,,,,2026-03-06T20:17:54Z
495783,pancaek,20,0,0,0,,,,2026-03-06T20:17:55Z
495782,puzzlewolf,20,0,0,0,,,,2026-03-06T20:17:56Z
495781,codgician,70,0,0,0,,,,2026-03-06T20:17:57Z
495780,pancaek,20,0,0,0,,,,2026-03-06T20:17:59Z
495778,pancaek,20,0,0,0,,,,2026-03-06T20:18:00Z
495777,pancaek,20,0,0,0,,,,2026-03-06T20:18:02Z
